Date,CNH,JPY,KRW,THB,USD
2019-09-27,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-09-30,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-01,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-02,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-03,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-04,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-07,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-08,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-09,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-10,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-11,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-14,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-15,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-16,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-17,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-18,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-21,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-22,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-23,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-24,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-25,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-28,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-29,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-30,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-10-31,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-01,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-04,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-05,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-06,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-07,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-08,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-11,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-12,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-13,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-14,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-15,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-18,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-19,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-20,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-21,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-22,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-25,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-26,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-27,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-28,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-11-29,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-12-02,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-12-03,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-12-04,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-12-05,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-12-06,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-12-09,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-12-10,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-12-11,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
